active,area,configid,lat,long,meter number,sub area,zone
1,Route 15,980,39.961178,-82.998795,EP550,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,1675,39.961178,-82.998795,NQ211,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP206,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP202,GAY ST E,"Columbus, OH Default Zone"
0,Route 15,980,39.96457,-82.99317,EP354,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,1675,39.96653,-82.99567,NQ223,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 15,1675,39.961178,-82.998795,NQ201,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP357,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP247,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP366,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.966167,-82.99544,NQ212,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP307,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,NQ202,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 15,1675,39.961178,-82.998795,NT108,GRANT ST N,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C235,WASHINGTON BLVD S,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP308,GAY ST E,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C219,WASHINGTON BLVD S,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP343,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,1675,39.961178,-82.998795,NT106,GRANT ST N,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP321,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP404,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP452,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP359,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP362,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,1675,39.961178,-82.998795,NT122,GRANT ST N,"Columbus, OH Default Zone"
1,Route 15,1675,39.961178,-82.998795,NT103,GRANT ST N,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP220,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP552,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP350,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP503,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP400,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,979,39.96472,-82.991806,EP450,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP353,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,1675,39.961178,-82.998795,NT109,GRANT ST N,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP507,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,979,39.96458,-82.99175,EP355,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,1675,39.961178,-82.998795,NT115,GRANT ST N,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,NR105,NORMANDY ST N,"Columbus, OH Default Zone"
1,Route 12,1675,39.992332,-83.00624,UE02,EIGHTH AVE E,"Columbus, OH Default Zone"
1,Route 11,32714,39.997864,-83.00647,UE236,THIRTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 11,32713,39.996704,-83.006065,UE179,TWELFTH AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,40.00309,-83.0081,UE461,EIGHTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,39.962845,-83.00344,K1718,HIGH ST N,"Columbus, OH Default Zone"
1,Route 11,1675,39.997917,-83.006935,UE226,THIRTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 11,32714,39.996857,-83.00701,UE154,TWELFTH AVE E,"Columbus, OH Default Zone"
1,Route 11,32713,39.99671,-83.00621,UE175,TWELFTH AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,40.0031,-83.008286,UE451,EIGHTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,40.003098,-83.00818,UE457,EIGHTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 11,1675,39.997917,-83.00696,UE224,THIRTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 11,1675,39.998825,-83.00737,UE259,FOURTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 11,1675,39.99792,-83.00703,UE220,THIRTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,40.003098,-83.008224,UE455,EIGHTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 16,984,39.975983,-83.00481,K394,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,984,39.976456,-83.0049,K412,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,14511,39.973606,-83.00649,K89,GOODALE ST W,"Columbus, OH Default Zone"
1,Route 16,979,39.97515,-83.00467,K336,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,984,39.975872,-83.00478,K386,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,979,39.97462,-83.004616,K322,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,13225,39.975048,-83.00483,K337,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,13225,39.9748,-83.004776,K329,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,14511,39.973835,-83.00849,K92,GOODALE ST W,"Columbus, OH Default Zone"
1,Route 16,979,39.974968,-83.00463,K330,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,13225,39.976368,-83.00508,K401,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,984,39.97643,-83.0049,K410,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,13225,39.97562,-83.004944,K377,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,984,39.97584,-83.00478,K384,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,13225,39.97656,-83.00512,K407,PARK ST N,"Columbus, OH Default Zone"
1,Route 17,4266,39.9592,-82.9937,SQ303,FIFTH ST S,"Columbus, OH Default Zone"
0,Route 16,979,39.975258,-83.004684,K340,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,979,39.974503,-83.00397,K154,POPLAR AVE W,"Columbus, OH Default Zone"
1,Route 17,4266,39.9592,-82.9937,SQ305,FIFTH ST S,"Columbus, OH Default Zone"
1,Route 16,984,39.975956,-83.0048,K392,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,13225,39.976677,-83.00515,K411,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,979,39.97449,-83.00404,K156,POPLAR AVE W,"Columbus, OH Default Zone"
1,Route 17,4266,39.95736,-82.99434,EF27,CHERRY ST E,"Columbus, OH Default Zone"
1,Route 16,984,39.9764,-83.00489,K408,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,984,39.97668,-83.004944,K426,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,979,39.97468,-83.00462,K324,PARK ST N,"Columbus, OH Default Zone"
1,Route 16,14511,39.973595,-83.006195,K71,GOODALE ST W,"Columbus, OH Default Zone"
1,Route 02,979,39.959255,-82.99688,EI110,TOWN ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.959244,-82.99697,EI106,TOWN ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.959335,-82.99615,EI162,TOWN ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.959328,-82.99623,EI158,TOWN ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.95924,-82.99702,EI104,TOWN ST E,"Columbus, OH Default Zone"
1,Route 03,1675,39.96812,-82.99792,EV152,CHESTNUT ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.995335,-83.00765,UW100,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 08,982,39.959682,-82.9932,EI294,TOWN ST E,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2356,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2265,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2317,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2354,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2454,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2319,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2097,N. High St.,"Columbus, OH Default Zone"
1,Route 23,979,39.9878,-83.00556,K1004,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2315,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2350,N. High St.,"Columbus, OH Default Zone"
1,Route 22,980,39.966248,-82.98749,NW174,WASHINGTON AVE N,"Columbus, OH Default Zone"
1,Route 23,979,39.98791,-83.00577,K1019,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2112,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2451,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2364,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2360,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2405,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2408,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2155,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2352,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.95546,-83.061264,WN2051,N. High St.,"Columbus, OH Default Zone"
0,Route 24,979,39.97676,-83.00391,V23,BUTTLES LOT,"Columbus, OH Default Zone"
0,Route 24,979,39.976627,-83.00365,V2,BUTTLES LOT,"Columbus, OH Default Zone"
0,Route 24,979,39.976616,-83.003746,V5,BUTTLES LOT,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2118,N. High St.,"Columbus, OH Default Zone"
1,Route 17,4266,39.95735,-82.99443,EF25,CHERRY ST E,"Columbus, OH Default Zone"
0,Route 01,979,39.964947,-83.00181,WR29,Long St W,"Columbus, OH Default Zone"
1,Route 22,980,39.961178,-82.998795,ER657,LONG ST E,"Columbus, OH Default Zone"
1,Route 07,979,39.97244,-83.005554,WBB155,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,980,39.97204,-83.00597,NG608,ARMSTRONG ST N,"Columbus, OH Default Zone"
1,Route 07,980,39.972477,-83.006294,WBB203,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,980,39.97248,-83.00643,WBB207,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.972797,-83.004,WCC51,SWAN ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.972805,-83.00424,WCC57,SWAN ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.961178,-82.998795,WAA54,VINE ST W,"Columbus, OH Default Zone"
1,Route 07,980,39.971916,-83.005974,NG604,ARMSTRONG ST N,"Columbus, OH Default Zone"
1,Route 07,4603,39.97289,-83.00467,NI659,PARK ST N,"Columbus, OH Default Zone"
1,Route 07,979,39.97176,-83.00322,WDD1,WALL ST N,"Columbus, OH Default Zone"
1,Route 08,982,39.96122,-82.99395,SQ106,FIFTH ST S,"Columbus, OH Default Zone"
1,Route 07,13331,39.972,-83.004524,NI606,PARK ST N,"Columbus, OH Default Zone"
0,Route 07,979,39.972416,-83.00505,WBB109,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,5144,39.97203,-83.00474,NI615,PARK ST N,"Columbus, OH Default Zone"
1,Route 07,5144,39.973152,-83.004654,NI665,PARK ST N,"Columbus, OH Default Zone"
1,Route 07,979,39.972435,-83.00547,WBB153,SPRUCE ST W,"Columbus, OH Default Zone"
0,Route 07,979,39.972446,-83.00578,WBB161,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,980,39.972523,-83.00746,WBB301,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,980,39.972507,-83.00705,WBB217,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.961178,-82.998795,WBB3,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.97235,-83.003654,WBB54,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.972355,-83.00373,WBB56,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.972004,-83.003265,WDD11,WALL ST N,"Columbus, OH Default Zone"
1,Route 07,979,39.97227,-83.00439,WBB81,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,980,39.97208,-83.006096,NG613,ARMSTRONG ST N,"Columbus, OH Default Zone"
1,Route 07,980,39.972496,-83.00679,WBB213,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.972008,-83.003265,WDD9,WALL ST N,"Columbus, OH Default Zone"
1,Route 08,982,39.96186,-82.994225,SQ57,FIFTH ST S,"Columbus, OH Default Zone"
1,Route 07,980,39.972553,-83.00796,WBB307,SPRUCE ST W,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2300,N. High St.,"Columbus, OH Default Zone"
1,Route 08,982,39.96152,-82.99401,SQ100,FIFTH ST S,"Columbus, OH Default Zone"
1,Route 07,979,39.97188,-83.00324,WDD5,WALL ST N,"Columbus, OH Default Zone"
1,Route 07,979,39.97243,-83.0054,WBB151,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.972378,-83.00413,WBB74,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.961178,-82.998795,WAA1,VINE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.972385,-83.00433,WBB80,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.9728,-83.00415,WCC55,SWAN ST W,"Columbus, OH Default Zone"
1,Route 07,980,39.972565,-83.00829,WBB315,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,979,39.961178,-82.998795,WAA53,VINE ST W,"Columbus, OH Default Zone"
1,Route 09,4266,39.95447,-82.99279,SQ659,FIFTH ST S,"Columbus, OH Default Zone"
0,Route 09,4266,39.9542,-82.9932,EA220,FULTON ST E,"Columbus, OH Default Zone"
0,Route 09,4266,39.95434,-82.99071,EA429,FULTON ST E,"Columbus, OH Default Zone"
0,Route 09,4266,39.954327,-82.99077,EA425,FULTON ST E,"Columbus, OH Default Zone"
0,Route 09,4266,39.95416,-82.99357,EA210,FULTON ST E,"Columbus, OH Default Zone"
1,Route 09,982,39.956806,-82.99291,EE301,MAIN ST E,"Columbus, OH Default Zone"
0,Route 09,4266,39.95444,-82.98981,EA477,FULTON ST E,"Columbus, OH Default Zone"
1,Route 13,980,39.95321,-83.00384,B86,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.952576,-82.99828,B29,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.952568,-82.99836,B27,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.949806,-82.99861,B253,WILLOW ST W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C357,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.95271,-82.99978,B12,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C371,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.95272,-82.99726,B43,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.94982,-82.99852,B251,WILLOW ST W,"Columbus, OH Default Zone"
1,Route 14,4266,39.957447,-83.008064,C378,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,980,39.953194,-83.00361,B78,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C373,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C375,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.952545,-82.99916,B3,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,980,39.953194,-83.00356,B76,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.952614,-82.99988,B15,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C359,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.95716,-83.008125,C385,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C363,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.94996,-82.997925,B272,WILLOW ST E,"Columbus, OH Default Zone"
1,Route 13,979,39.95256,-82.99931,B7,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,980,39.95318,-83.003395,B70,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C355,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.94995,-82.99801,B270,WILLOW ST E,"Columbus, OH Default Zone"
1,Route 13,980,39.95321,-83.00391,B88,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,980,39.95322,-83.00415,B96,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,980,39.953213,-83.00396,B90,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,980,39.95318,-83.00344,B72,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C377,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.949963,-82.99785,B274,WILLOW ST E,"Columbus, OH Default Zone"
1,Route 13,979,39.952717,-82.99995,B16,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.952675,-82.99945,B4,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.949993,-82.99763,B280,WILLOW ST E,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C353,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C384,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.949986,-82.997696,B278,WILLOW ST E,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C391,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C400,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C404,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C380,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C414,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C421,STARLING ST S,"Columbus, OH Default Zone"
1,Route 13,980,39.953217,-83.00409,B94,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.952553,-82.99923,B5,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.9498,-82.99869,B255,WILLOW ST W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C381,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.949062,-82.99859,B322,SYCAMORE ST W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C430,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C401,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C402,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C382,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C410,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C462,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.95703,-83.007965,C388,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C424,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C418,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C428,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C423,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C393,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C397,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C411,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C379,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C406,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C409,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C412,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C416,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C422,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C392,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C429,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C374,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C460,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C386,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C387,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.971176,-82.998795,C901,STATE ST W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C740,STATE ST W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C405,STARLING ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C757,STATE ST W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C372,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C751,STATE ST W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C753,STATE ST W,"Columbus, OH Default Zone"
1,Route 14,4266,39.971176,-82.998795,C921,STATE ST W,"Columbus, OH Default Zone"
1,Route 12,1675,40.003098,-83.008255,UE453,EIGHTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,39.962845,-83.00344,K1706,HIGH ST N,"Columbus, OH Default Zone"
1,Route 08,982,39.95952,-82.994545,EI232,TOWN ST E,"Columbus, OH Default Zone"
1,Route 08,982,39.959736,-82.9911,EI411,TOWN ST E,"Columbus, OH Default Zone"
1,Route 11,32713,39.996696,-83.00591,UE183,TWELFTH AVE E,"Columbus, OH Default Zone"
0,Route 12,1675,40.00308,-83.00794,UE469,EIGHTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,32713,40.00308,-83.00734,UE483,EIGHTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,32715,40.00496,-83.00798,UE552,FRAMBES AVE E,"Columbus, OH Default Zone"
0,Route 12,1675,39.991264,-83.00583,K301,EUCLID AVE E,"Columbus, OH Default Zone"
1,Route 12,32715,40.004974,-83.0084,UE536,FRAMBES AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,39.993736,-83.006676,UE54,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,1675,39.994427,-83.00682,UE612,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,1675,39.993736,-83.006676,UE60,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,1675,39.99141,-83.00618,K300,EUCLID AVE E,"Columbus, OH Default Zone"
0,Route 12,1675,39.991264,-83.00576,K303,EUCLID AVE E,"Columbus, OH Default Zone"
1,Route 12,32713,40.003098,-83.00771,UE475,EIGHTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,4269,40.006477,-83.009415,UW803,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,32715,40.007328,-83.00912,UE584,NORWICH ST E,"Columbus, OH Default Zone"
1,Route 12,32714,40.00203,-83.00715,UE406,SEVENTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,4269,40.00958,-83.01014,UW1055,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,1675,40.00838,-83.00929,UE594,NORTHWOOD AVE E,"Columbus, OH Default Zone"
1,Route 12,4269,40.00679,-83.009476,UW813,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,32716,40.00724,-83.009125,UE585,NORWICH ST E,"Columbus, OH Default Zone"
1,Route 12,1675,39.99503,-83.00694,UE618,HIGH ST N,"Columbus, OH Default Zone"
0,Route 12,4269,40.008297,-83.0098,UW1005,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,1675,40.00829,-83.00932,UE595,NORTHWOOD AVE E,"Columbus, OH Default Zone"
1,Route 12,32716,40.007248,-83.00925,UE581,NORWICH ST E,"Columbus, OH Default Zone"
1,Route 12,32714,40.002094,-83.00661,UE420,SEVENTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,32714,40.002056,-83.00691,UE412,SEVENTEENTH AVE E,"Columbus, OH Default Zone"
0,Route 12,1675,40.000774,-83.007744,UE377,SIXTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,4269,40.006542,-83.00942,UW805,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,4269,40.006737,-83.00946,UW811,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,1675,39.99414,-83.00739,UW54,TENTH AVE W,"Columbus, OH Default Zone"
1,Route 12,1675,39.99515,-83.006966,UE622,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,4269,40.008167,-83.009766,UW1001,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,1675,40.001793,-83.00646,UE390,WALDECK AVE,"Columbus, OH Default Zone"
1,Route 12,1675,39.962845,-83.00344,K1708,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,1675,39.99553,-83.00706,UE634,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,32715,40.00733,-83.009186,UE582,NORWICH ST E,"Columbus, OH Default Zone"
0,Route 12,1675,40.001183,-83.00678,UE366,WALDECK AVE,"Columbus, OH Default Zone"
1,Route 12,32714,40.004112,-83.008255,UE502,WOODRUFF AVE E,"Columbus, OH Default Zone"
1,Route 12,4269,40.006393,-83.0094,UW801,HIGH ST N,"Columbus, OH Default Zone"
1,Route 12,32713,40.003998,-83.007835,UE519,WOODRUFF AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,40.008297,-83.00944,UE591,NORTHWOOD AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.95054,-82.998146,B226,BECK ST E,"Columbus, OH Default Zone"
1,Route 12,32714,40.004105,-83.00801,UE506,WOODRUFF AVE E,"Columbus, OH Default Zone"
0,Route 12,1675,40.00078,-83.00771,UE379,SIXTEENTH AVE E,"Columbus, OH Default Zone"
