active,area,configid,lat,long,meter number,sub area,zone
1,Route 06,1703,39.9634,-82.989296,EN529,BROAD ST E,"Columbus, OH Default Zone"
1,Route 07,979,39.972244,-83.00385,WBB61,SPRUCE ST W,"Columbus, OH Default Zone"
1,Route 07,980,39.97171,-83.00611,NG601,ARMSTRONG ST N,"Columbus, OH Default Zone"
1,Route 05,979,39.957657,-82.99897,EG6,RICH ST,"Columbus, OH Default Zone"
1,Route 05,1675,39.957294,-83.00195,WG106,RICH ST W,"Columbus, OH Default Zone"
0,Route 05,979,39.961178,-82.998795,xSG119,SECOND ST,"Columbus, OH Default Zone"
1,Route 06,4269,39.96332,-82.99202,EN308,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.96293,-82.99345,EN309,BROAD ST E,"Columbus, OH Default Zone"
1,Route 05,5743,39.95741,-83.00101,WG54,RICH ST W,"Columbus, OH Default Zone"
1,Route 05,1675,39.95803,-83.000496,WH7,WALNUT ST W,"Columbus, OH Default Zone"
1,Route 05,1675,39.95848,-83.0022,WI107,TOWN ST W,"Columbus, OH Default Zone"
1,Route 06,1703,39.96276,-82.99491,EN257,BROAD ST E,"Columbus, OH Default Zone"
1,Route 05,1675,39.958298,-83.000854,SJ307,WALL ST S,"Columbus, OH Default Zone"
1,Route 06,4269,39.963154,-82.99358,EN282,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,4269,39.9632,-82.9931,EN294,BROAD ST E,"Columbus, OH Default Zone"
1,Route 05,1675,39.95845,-83.002426,WI113,TOWN ST W,"Columbus, OH Default Zone"
1,Route 06,4269,39.96333,-82.99193,EN310,BROAD ST E,"Columbus, OH Default Zone"
1,Route 05,1675,39.958107,-83.00082,SJ313,WALL ST S,"Columbus, OH Default Zone"
1,Route 06,1703,39.962753,-82.994995,EN255,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.96306,-82.99225,EN405,BROAD ST E,"Columbus, OH Default Zone"
0,Route 05,4265,39.957508,-83.00002,WG02,RICH ST W,"Columbus, OH Default Zone"
1,Route 05,1675,39.957314,-83.00179,WG102,RICH ST W,"Columbus, OH Default Zone"
1,Route 05,1675,39.958378,-83.00086,SJ305,WALL ST S,"Columbus, OH Default Zone"
1,Route 06,1703,39.96295,-82.993286,EN313,BROAD ST E,"Columbus, OH Default Zone"
0,Route 05,4265,39.957497,-83.0001,WG04,RICH ST W,"Columbus, OH Default Zone"
1,Route 06,4269,39.96314,-82.99367,EN280,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.96292,-82.99353,EN307,BROAD ST E,"Columbus, OH Default Zone"
1,Route 05,979,39.95766,-82.99891,EG8,RICH ST,"Columbus, OH Default Zone"
1,Route 05,1675,39.958466,-83.002335,WI111,TOWN ST W,"Columbus, OH Default Zone"
1,Route 05,5743,39.95742,-83.00092,WG52,RICH ST W,"Columbus, OH Default Zone"
1,Route 06,4269,39.96336,-82.99168,EN316,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.9629,-82.9937,EN303,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,4269,39.96347,-82.99071,EN504,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.96309,-82.99202,EN411,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.96339,-82.989365,EN527,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.96325,-82.99062,EN505,BROAD ST E,"Columbus, OH Default Zone"
1,Route 05,1675,39.95802,-83.000565,WH9,WALNUT ST W,"Columbus, OH Default Zone"
1,Route 06,4269,39.962967,-82.99512,EN250,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.96278,-82.99473,EN261,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,4269,39.963352,-82.99176,EN314,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.963127,-82.991615,EN421,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.96312,-82.99179,EN417,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,4269,39.963367,-82.99159,EN318,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,4269,39.963192,-82.99319,EN292,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,4269,39.963673,-82.989006,EN612,BROAD ST E,"Columbus, OH Default Zone"
1,Route 05,1675,39.95849,-83.000885,SJ301,WALL ST S,"Columbus, OH Default Zone"
1,Route 06,1703,39.96277,-82.99482,EN259,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,4269,39.9635,-82.99046,EN510,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,4269,39.96334,-82.99185,EN312,BROAD ST E,"Columbus, OH Default Zone"
1,Route 05,1675,39.95817,-83.00083,SJ311,WALL ST S,"Columbus, OH Default Zone"
1,Route 06,4269,39.963,-82.99489,EN256,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,1703,39.96296,-82.993126,EN317,BROAD ST E,"Columbus, OH Default Zone"
1,Route 06,4269,39.96312,-82.99382,EN276,BROAD ST E,"Columbus, OH Default Zone"
0,Route 24,979,39.979168,-83.0027,K286,HUBBARD AVE,"Columbus, OH Default Zone"
0,Route 24,979,39.978764,-83.00442,K232,HUBBARD AVE W,"Columbus, OH Default Zone"
1,Route 24,979,39.97429,-83.00308,K499,HIGH ST N on cap,"Columbus, OH Default Zone"
1,Route 24,979,39.977406,-83.00369,K603,HIGH ST N,"Columbus, OH Default Zone"
0,Route 24,979,39.97908,-83.00261,K257,HUBBARD AVE E,"Columbus, OH Default Zone"
1,Route 24,979,39.977455,-83.0037,K605,HIGH ST N,"Columbus, OH Default Zone"
1,Route 24,979,39.97866,-83.004456,K318,HUBBARD AVE W,"Columbus, OH Default Zone"
1,Route 24,979,39.977715,-83.00376,K613,HIGH ST N,"Columbus, OH Default Zone"
0,Route 24,979,39.97817,-83.00362,K652,HIGH ST N,"Columbus, OH Default Zone"
0,Route 24,979,39.97679,-83.003746,V32,BUTTLES LOT,"Columbus, OH Default Zone"
0,Route 24,979,39.976604,-83.003876,V9,BUTTLES LOT,"Columbus, OH Default Zone"
1,Route 24,979,39.978382,-83.00366,K606,HIGH ST N,"Columbus, OH Default Zone"
0,Route 24,979,39.978306,-83.00365,K656,HIGH ST N,"Columbus, OH Default Zone"
0,Route 24,979,39.979134,-83.00216,K269,HUBBARD AVE E,"Columbus, OH Default Zone"
1,Route 24,979,39.978382,-83.00366,K620,HIGH ST N,"Columbus, OH Default Zone"
1,Route 24,979,39.978382,-83.00366,K622,HIGH ST N,"Columbus, OH Default Zone"
1,Route 24,979,39.97655,-83.003525,K539,HIGH ST N on cap,"Columbus, OH Default Zone"
0,Route 24,979,39.979145,-83.00292,K280,HUBBARD AVE,"Columbus, OH Default Zone"
0,Route 24,979,39.979053,-83.00287,K251,HUBBARD AVE E,"Columbus, OH Default Zone"
1,Route 24,979,39.978382,-83.00366,K608,HIGH ST N,"Columbus, OH Default Zone"
1,Route 24,979,39.976444,-83.00264,K1161,PEARL ST,"Columbus, OH Default Zone"
1,Route 24,988,39.97419,-83.00306,K495,HIGH ST N on cap,"Columbus, OH Default Zone"
0,Route 24,979,39.97916,-83.00278,K284,HUBBARD AVE,"Columbus, OH Default Zone"
1,Route 24,4803,39.978687,-83.00423,K233,HUBBARD AVE W,"Columbus, OH Default Zone"
1,Route 24,5140,39.974857,-83.00319,K505,HIGH ST N on cap,"Columbus, OH Default Zone"
1,Route 05,1675,39.95732,-83.00171,WG100,RICH ST W,"Columbus, OH Default Zone"
1,Route 05,5743,39.95571,-83.002594,WE153,MAIN ST W,"Columbus, OH Default Zone"
1,Route 05,5743,39.95595,-83.00053,WE53,MAIN ST W,"Columbus, OH Default Zone"
1,Route 02,1675,39.96213,-82.997055,SN9,LAZELLE ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.963154,-83.00169,NJ56,WALL ST N,"Columbus, OH Default Zone"
1,Route 02,979,39.958424,-82.99704,SM266,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.960785,-82.99754,SM60,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.962055,-82.99779,SM254,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.960976,-82.997574,SM54,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.962055,-82.88779,SM268,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.96188,-83.00145,SJ02,WALL ST S,"Columbus, OH Default Zone"
1,Route 02,5743,39.96069,-82.99617,EK158,STATE ST E,"Columbus, OH Default Zone"
1,Route 02,1675,39.962116,-82.997795,SM6,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.96085,-82.99756,SM58,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.962944,-83.001656,NJ50,WALL ST N,"Columbus, OH Default Zone"
1,Route 02,979,39.962055,-82.99779,SM270,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,1675,39.96219,-82.99781,SM4,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.96166,-82.99772,SM72,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.961765,-83.00143,SJ06,WALL ST S,"Columbus, OH Default Zone"
1,Route 03,1675,39.967888,-82.99859,EV103,CHESTNUT ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.95915,-82.99776,EI52,TOWN ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.958485,-82.99705,SM264,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.96137,-82.99766,SM82,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.95917,-82.99603,EI103,TOWN ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.95936,-82.997475,SM207,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.95923,-82.9971,EI100,TOWN ST E,"Columbus, OH Default Zone"
1,Route 03,1675,39.967915,-82.99835,EV109,CHESTNUT ST E,"Columbus, OH Default Zone"
1,Route 03,1675,39.968113,-82.99801,EV150,CHESTNUT ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.959316,-82.99632,EI154,TOWN ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.95932,-82.99627,EI156,TOWN ST E,"Columbus, OH Default Zone"
1,Route 03,1675,39.96813,-82.99784,EV154,CHESTNUT ST E,"Columbus, OH Default Zone"
1,Route 03,1675,39.967903,-82.99844,EV107,CHESTNUT ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.95929,-82.9966,EI122,TOWN ST E,"Columbus, OH Default Zone"
1,Route 03,979,39.961178,-82.998795,NI400,FRONT ST N,"Columbus, OH Default Zone"
1,Route 02,979,39.961735,-83.00153,SJ05,WALL ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.959988,-82.99738,SM208,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.95916,-82.99611,EI101,TOWN ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.961853,-83.00155,SJ01,WALL ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.961033,-82.99759,SM52,THIRD ST S,"Columbus, OH Default Zone"
1,Route 03,1675,39.967896,-82.99852,EV105,CHESTNUT ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.961094,-82.9976,SM50,THIRD ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.95925,-82.996925,EI108,TOWN ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.95927,-82.99675,EI116,TOWN ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.959312,-82.99637,EI152,TOWN ST E,"Columbus, OH Default Zone"
1,Route 20,1675,39.964153,-82.99819,NM258,THIRD ST N,"Columbus, OH Default Zone"
1,Route 20,1675,39.961178,-82.998795,ER366,LONG ST E,"Columbus, OH Default Zone"
1,Route 20,980,39.961178,-82.998795,ER367,LONG ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP303,GAY ST E,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C234,WASHINGTON BLVD S,"Columbus, OH Default Zone"
1,Route 05,979,39.957672,-82.9988,EG12,RICH ST,"Columbus, OH Default Zone"
1,Route 19,1675,39.958378,-83.022026,M506,MT CARMEL MALL W,"Columbus, OH Default Zone"
1,Route 17,1675,39.95752,-82.99691,SM404,THIRD ST S,"Columbus, OH Default Zone"
1,Route 19,1675,39.95844,-83.02075,M515,MT CARMEL MALL W,"Columbus, OH Default Zone"
1,Route 17,1703,39.955513,-82.99652,SM554,THIRD ST S,"Columbus, OH Default Zone"
1,Route 19,1675,39.958504,-83.02271,M120,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.957764,-83.0227,M143,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 20,1675,0.0,0.0,EQ104,ELM ST E,"Columbus, OH Default Zone"
1,Route 18,979,39.98761,-83.04446,G68,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 19,1675,39.958748,-83.02276,M112,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 18,979,39.98819,-83.04442,G108,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 19,1675,39.95924,-83.02299,M101,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.95918,-83.022964,M103,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 18,979,39.98787,-83.0446,G101,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 18,979,39.98708,-83.0445,G50,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 19,1675,39.959232,-83.02286,M102,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.95843,-83.02283,M125,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 18,5140,39.985703,-83.044624,G2,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 17,979,39.95686,-82.997,SM415,THIRD ST S,"Columbus, OH Default Zone"
1,Route 18,979,39.987,-83.04467,G45,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 19,1675,39.95869,-83.02275,M114,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.958256,-83.02279,M131,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.958473,-83.02045,M507,MT CARMEL MALL W,"Columbus, OH Default Zone"
1,Route 18,979,39.986935,-83.04468,G43,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 18,979,39.985825,-83.04461,G6,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 19,1675,39.956184,-83.0207,M799,TOWN ST W,"Columbus, OH Default Zone"
1,Route 19,1675,39.956097,-83.02145,M803,TOWN ST W,"Columbus, OH Default Zone"
1,Route 19,1675,39.95606,-83.02169,M805,TOWN ST W,"Columbus, OH Default Zone"
1,Route 18,979,39.988136,-83.044586,G109,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 19,1675,39.957706,-83.02269,M145,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 18,979,39.986877,-83.044685,G41,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 19,1675,39.959126,-83.02296,M105,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,14042,39.956352,-83.020195,M804,TOWN ST W,"Columbus, OH Default Zone"
1,Route 19,1675,39.958378,-83.022804,M127,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 18,979,39.961178,-82.998795,G10,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 20,979,39.961178,-82.998795,NO107,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 19,1675,39.958015,-83.022736,M135,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.95857,-83.02273,M118,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.957817,-83.022705,M141,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,14042,39.95634,-83.02027,M806,TOWN ST W,"Columbus, OH Default Zone"
1,Route 19,1675,39.95835,-83.02226,M512,MT CARMEL MALL W,"Columbus, OH Default Zone"
0,Route 20,987,39.961178,-82.998795,NO102,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 19,1675,39.95834,-83.02235,M514,MT CARMEL MALL W,"Columbus, OH Default Zone"
1,Route 19,1675,39.958687,-83.02287,M115,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 20,1675,39.961178,-82.998795,NO155,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 19,1675,39.95739,-83.02355,M601,STATE ST W,"Columbus, OH Default Zone"
1,Route 20,1675,0.0,0.0,EQ108,ELM ST E,"Columbus, OH Default Zone"
1,Route 19,1675,39.956047,-83.021835,M807,TOWN ST W,"Columbus, OH Default Zone"
1,Route 19,1675,39.95841,-83.0218,M500,MT CARMEL MALL W,"Columbus, OH Default Zone"
1,Route 20,979,39.96436,-82.99667,NO103,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 19,1675,39.95603,-83.02194,M809,TOWN ST W,"Columbus, OH Default Zone"
1,Route 20,979,39.961178,-82.998795,NO105,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 19,1675,39.95842,-83.020905,M519,MT CARMEL MALL W,"Columbus, OH Default Zone"
1,Route 19,1675,39.95611,-83.02131,M801,TOWN ST W,"Columbus, OH Default Zone"
1,Route 20,1675,0.0,0.0,EQ100,ELM ST E,"Columbus, OH Default Zone"
1,Route 20,979,39.961178,-82.998795,NO113,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 19,1675,39.959126,-83.02296,M107,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.957897,-83.02272,M139,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.9591,-83.022835,M106,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.959126,-83.02296,M109,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,14042,39.95633,-83.0204,M810,TOWN ST W,"Columbus, OH Default Zone"
1,Route 18,979,39.987064,-83.04467,G47,GRANDVIEW AVE N,"Columbus, OH Default Zone"
1,Route 19,1675,39.958366,-83.0221,M508,MT CARMEL MALL W,"Columbus, OH Default Zone"
1,Route 19,1675,39.959164,-83.02285,M104,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.958626,-83.022736,M116,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.95756,-83.022964,M552,STATE ST W,"Columbus, OH Default Zone"
1,Route 20,1675,0.0,0.0,NN203,LAZELLE ST N,"Columbus, OH Default Zone"
1,Route 19,1675,39.958817,-83.02277,M110,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.958084,-83.02276,M133,SOUDER AVE S,"Columbus, OH Default Zone"
1,Route 19,1675,39.958466,-83.020515,M509,MT CARMEL MALL W,"Columbus, OH Default Zone"
0,Route 09,4266,39.961178,-82.998795,EC267,MOUND ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95843,-82.99217,EG314,RICH ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET419,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET361,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET301,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET550,SPRING ST E,"Columbus, OH Default Zone"
1,Route 29,987,39.961845,-83.00069,SK5,High St S,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET415,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET413,SPRING ST E,"Columbus, OH Default Zone"
0,Route 30,980,39.972168,-82.98929,EZ565,Jack Gibbs Blvd E,"Columbus, OH Default Zone"
0,Route 30,980,39.97216,-82.98912,EZ569,Jack Gibbs Blvd E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET369,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET423,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET512,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET584,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET612,SPRING ST E,"Columbus, OH Default Zone"
1,Route 29,987,39.961796,-83.00068,SK7,High St S,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET586,SPRING ST E,"Columbus, OH Default Zone"
0,Test Meters,54,39.9637,-82.999344,EP-47,Gay Street,"Columbus, OH Default Zone"
0,Route 30,980,39.972176,-82.98952,EZ559,Jack Gibbs Blvd E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET373,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET554,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET580,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET588,SPRING ST E,"Columbus, OH Default Zone"
0,Route 30,980,39.972122,-82.9884,EZ585,Jack Gibbs Blvd E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET393,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET572,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET634,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET600,SPRING ST E,"Columbus, OH Default Zone"
0,Test Meters,54,39.96393,-82.99903,EP-48,Gay Street,"Columbus, OH Default Zone"
0,Test Meters,54,39.96395,-82.998634,EP-54,Gay Street,"Columbus, OH Default Zone"
0,Test Meters,54,39.963688,-82.999435,EP-41,Gay Street,"Columbus, OH Default Zone"
0,Test Meters,54,39.96378,-82.998634,EP-65,Gay Street,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET630,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET620,SPRING ST E,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET602,SPRING ST E,"Columbus, OH Default Zone"
0,Test Meters,54,39.9637,-82.999344,EP-45,Gay Street,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET383,SPRING ST E,"Columbus, OH Default Zone"
0,Test Meters,54,39.963966,-82.99853,EP-56,Gay Street,"Columbus, OH Default Zone"
0,Test Meters,54,39.96368,-82.99952,EP-37,Gay Street,"Columbus, OH Default Zone"
0,Test Meters,54,39.963768,-82.99876,EP-63,Gay Street,"Columbus, OH Default Zone"
1,Route 30,980,0.0,0.0,ET636,SPRING ST E,"Columbus, OH Default Zone"
0,Test Meters,54,39.96388,-82.99933,EP-42,Gay Street,"Columbus, OH Default Zone"
0,Test Meters,109,39.96366,-82.999695,EP-29,Gay Street,"Columbus, OH Default Zone"
0,Test Meters,54,39.963673,-82.99961,EP-35,Gay Street,"Columbus, OH Default Zone"
0,Route 26,979,39.98251,-83.00515,S31,WHITE CASTLE LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.982517,-83.00536,S37,WHITE CASTLE LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.982357,-83.005264,S13,WHITE CASTLE LOT,"Columbus, OH Default Zone"
1,Route 27,980,39.96831,-82.99601,NQ383,FIFTH ST N,"Columbus, OH Default Zone"
0,Route 26,979,39.982365,-83.00544,S18,WHITE CASTLE LOT,"Columbus, OH Default Zone"
1,Route 27,1675,39.967968,-82.99593,NQ371,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 26,979,39.98615,-83.00552,F6,GREENWOOD LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.982357,-83.00523,S12,WHITE CASTLE LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.98235,-83.00498,S5,WHITE CASTLE LOT,"Columbus, OH Default Zone"
1,Route 26,979,39.98614,-83.00599,F23,GREENWOOD LOT,"Columbus, OH Default Zone"
1,Route 26,979,39.986294,-83.00591,F43,GREENWOOD LOT,"Columbus, OH Default Zone"
1,Route 27,980,39.96697,-82.99575,NQ301,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 27,1675,39.9677,-82.99572,NQ358,FIFTH ST N,"Columbus, OH Default Zone"
0,Route 26,979,39.98252,-83.00546,S40,WHITE CASTLE LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.982513,-83.00533,S36,WHITE CASTLE LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.982506,-83.00509,S29,WHITE CASTLE LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.9825,-83.004974,S26,WHITE CASTLE LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.982365,-83.00541,S17,WHITE CASTLE LOT,"Columbus, OH Default Zone"
1,Route 27,980,39.96715,-82.99577,NQ307,FIFTH ST N,"Columbus, OH Default Zone"
0,Route 26,979,39.982494,-83.004845,S22,WHITE CASTLE LOT,"Columbus, OH Default Zone"
1,Route 27,1675,39.96766,-82.99588,NQ359,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 27,1675,39.968113,-82.99581,NQ370,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 27,980,39.96698,-82.99559,NQ300,FIFTH ST N,"Columbus, OH Default Zone"
0,Route 26,979,39.98237,-83.00547,S19,WHITE CASTLE LOT,"Columbus, OH Default Zone"
1,Route 27,1675,39.96748,-82.99585,NQ355,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 27,1675,39.96836,-82.99586,NQ378,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 27,980,39.968086,-82.992065,NT403,GRANT ST N,"Columbus, OH Default Zone"
0,Route 26,979,39.982513,-83.0053,S35,WHITE CASTLE LOT,"Columbus, OH Default Zone"
1,Route 27,980,39.96716,-82.99561,NQ306,FIFTH ST N,"Columbus, OH Default Zone"
0,Route 26,979,39.9825,-83.00491,S24,WHITE CASTLE LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.982506,-83.00504,S28,WHITE CASTLE LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.98236,-83.00531,S14,WHITE CASTLE LOT,"Columbus, OH Default Zone"
1,Route 27,1675,39.96762,-82.99587,NQ357,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 27,1675,39.96823,-82.995834,NQ374,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 27,980,39.96834,-82.99211,NT411,GRANT ST N,"Columbus, OH Default Zone"
1,Route 27,980,39.9671,-82.995605,NQ304,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 27,1675,39.96782,-82.99575,NQ362,FIFTH ST N,"Columbus, OH Default Zone"
0,Route 26,979,39.98235,-83.00501,S6,WHITE CASTLE LOT,"Columbus, OH Default Zone"
0,Route 26,979,39.98235,-83.00505,S7,WHITE CASTLE LOT,"Columbus, OH Default Zone"
1,Route 27,1675,39.96854,-82.99589,NQ384,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 27,980,39.968006,-82.991875,NT404,GRANT ST N,"Columbus, OH Default Zone"
1,Route 27,1675,39.967632,-82.99571,NQ356,FIFTH ST N,"Columbus, OH Default Zone"
1,Route 27,980,39.96884,-82.992256,NT453,GRANT ST N,"Columbus, OH Default Zone"
0,Route 05,5743,39.957382,-83.00127,WG60,RICH ST W,"Columbus, OH Default Zone"
1,Route 05,1675,39.95847,-83.002266,WI109,TOWN ST W,"Columbus, OH Default Zone"
1,Route 05,1675,39.95824,-83.00084,SJ309,WALL ST S,"Columbus, OH Default Zone"
1,Route 05,980,39.954414,-83.00317,WC204,MOUND ST W,"Columbus, OH Default Zone"
1,Route 05,980,39.95437,-83.00364,WC252,MOUND ST W,"Columbus, OH Default Zone"
